label,tanggal,judul,narasi
1,7-Aug-20," Foto “1 Agustus 2020, jutaan warga Jerman turun ke jalan menolak kemerdekaannya dirampas dengan dalih virus sepele.”","Foto tahun 2019, bukan foto terkait peserta demonstrasi terkait COVID-19 pada 1 Agustus 2020 di Jerman. Foto itu merupakan foto dokumentasi Zurich Street Parade di […]"
1,7-Aug-20, Surat Panggilan Kerja oleh PT KAI 15 Agustus 2020,"Surat tersebut palsu. PT KAI menyatakan tidak pernah mengeluarkan surat seperti halnya yang beredar. PT KAI meminta masyarakat untuk selalu waspada, serta mengabaikan informasi seputar […]"
1,7-Aug-20, Pedagang di Pasar Mayestik Meninggal Karena Covid-19,Bukan disebabkan oleh  Covid-19. Pegadang tersebut meninggal dikarenakan terkena serangan jantung. Diketahui pula bahwa si pedagang memiliki riwayat penyakit yaitu pembengkakan hati dan flek jantung. […]
1,7-Aug-20, Data Pertumbuhan Ekonomi Aceh,Pihak BPS Provinsi Aceh menyatakan bahwa data yang beredar mengatasnamakan BPS merupakan informasi palsu. Masyarakat diimbau untuk mengecek segala data terkait BPS Provinsi Aceh di […]
1,7-Aug-20, Pesan Berantai “Sebuah peringatan !! Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker”,Isu pembagian masker dengan obat bius sebagai modus kejahatan baru tidak benar. Kabid Humas Polda Metro Jaya Kombes Pol Yusri Yunus memastikan itu merupakan pesan […]
1,6-Aug-20," “99, 9% Tingkat Kesembuhan Covid dan vaksin dengan tingkat efek merugikan 80%”","Hasil Periksa Fakta Riza Dwi M (Tim Kalimasada Solo) Klaim tentang Covid-19 terkait tingkat kesembuhan mencapai 99,9 persen adalah informasi menyesatkan, vaksin dengan 80 persen […]"
1,6-Aug-20, Video “Ledakan pabrik kembang api di pelabuhan Beirut Lebanon sudah pernah diprediksi oleh The Simpson”,"Video editan / suntingan. Adegan di video itu berasal dari 2 video film The Simpson yang berbeda, yaitu video berjudul “Illegal Fireworks (Summer of 4 […]"
1,6-Aug-20," Pesan Berantai Penelitian Online Mahasiswi Ilmu Psikologi Kesehatan, Fakultas Kedokteran Universitas Brawijaya",Tidak ada mahasiswi Universitas Brawijaya yang melakukan penelitian tersebut. Pihak Universitas Brawijaya sudah memastikan bahwa nama mahasiswi pelaku penelitian dalam pesan berantai tidak ada dalam […]
1,6-Aug-20, Haramnya Ilmu Filsafat,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Narasi yang salah. Faktanya, terjemahan dari kutipan as-Syafi’i yang tertulis di kitab Tarikh […]"
1,6-Aug-20, Himbauan Dokter Bernard Mahfoudz,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Foto dengan narasi yang salah. Faktanya, foto tersebut merupakan foto dari Johnny Sins, […]"
1,6-Aug-20, Foto Habib Rizieq Ditangkap Warga,"Foto suntingan atau editan. Foto asli ditemukan pada artikel detik.com yang berjudul “Resahkan Warga, Orang Sakit Jiwa Ditangkap di Semanggi” yang tayang pada 21 juni […]"
1,6-Aug-20, Video Jokowi Tidak Tahu Penyebab Kasus Corona Tembus 111 Ribu,Video hasil suntingan dari dokumentasi Rapat Terbatas (Ratas) pada tanggal 3 Agustus 2020. Tidak ada pernyataan Presiden Joko Widodo tidak mengetahui penyebab kasus Covid-19 mencapai […]
1,5-Aug-20, Foto Sirkuit Mandalika NTB Siap digunakan pada Tahun 2021,"Hasil Periksa Fakta Natalia Kristian (Anggota Komisariat MAFINDO Universitas Indonesia). Bukan Sirkuit Mandalika. Foto yang lampirkan adalah foto sirkuit Sepang, Malaysia. Uji coba sirkuit MotoGP […]"
0,5-Aug-20, Dakta 107 FM: “Klaim Obat Corona Hadi Pranoto”,"Bersama Aribowo Sasmito, Co-Founder & Ketua Komite Pemeriksa Fakta MAFINDO #LawanHoax #FactCheck #DigitalLiteracy Simak di: (tekan/klik tombol main/play)."
1,5-Aug-20, Foto Kebohongan dan Kecurangan Wali Kota Solo,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Narasi dan foto yang salah. Faktanya, foto tersebut bukan foto Wali Kota Solo, […]"
1,5-Aug-20, Gambar “Perjuangan FPI Tahun 1940 Melawan Penjajah dari Belanda”,Hasil Periksa Fakta Konaah (Anggota Komisariat MAFINDO 17 Agustus 1945 Jakarta). Bukan perjuangan FPI tahun 1940. Ketiga foto tersebut adalah potret unjuk rasa yang melibatkan […]
1,5-Aug-20," Artikel “Kentutnya Bisa Membunuh Nyamuk, Pria Ini Diincar Perusahaan Pestisida”","Artikel mengenai pria dengan kentut yang bisa membunuh nyamuk berasal dari portal satire Ihlayanews.com. Adapun, foto pria dalam merupakan orang Kongo yang digunakan dalam artikel […]"
0,5-Aug-20, MAFINDO Malang: Bincang Online “Cek Fakta Seputar Covid-19 & Isu Bisnis di Balik Corona”,Simak di: #CoronaVirusFacts #FactCheck #DigitalLiteracy
1,5-Aug-20,"[DOKUMENTASI] MAFINDO Jombang: The Fact Talk “Sakit, tapi takut ke layanan kesehatan? Takut kena COVID-19?”",Simak di: #CoronaVirusFacts #FactCheck #DigitalLiteracy
1,5-Aug-20, Foto “Jokowi: DIA SIAPA SIH? APAPUN YANG SAYA LAKUKAN PASTI SALAH DIMATA DIA”,Foto hasil suntingan dari dua foto. Foto Presiden Joko Widodo berasal dari fotografer Reno Esnir dari antaranews.com yang tayang pada 14 Agustus 2014 dan foto […]
1,5-Aug-20," Foto “ledakan dahsyat di Beirut, terdapat gudang penyimpanan 2.750 ton amonium nitrat”","Dua dari tiga foto yang diunggah tidak sesuai dengan konteks. Foto-foto tersebut bukan insiden ledakan yang baru terjadi di Beirut, Lebanon. Kejadian pada foto tidak […]"
0,5-Aug-20, KOMPAS: “Infodemi Membuat Publik Abai dengan Bahaya Covid-19”,"”Lebih dari 40 persen hoaks menyasar isu pencegahan dan pengobatan Covid-19. Jadi, kita perlu hati-hati jika ada klaim penemuan obat atau pencegahan Covid-19,” Selengkapnya di […]"
1,5-Aug-20, “4 agustus 2020 Lebanon saat diserang bom nuklir”,BUKAN bom nuklir. Pemerintah Lebanon meyakini biang keroknya adalah gudang di pelabuhan yang terbakar. Gudang itu menyimpan sekitar 2.750 ton amonium nitrat yang tersimpan di […]
1,5-Aug-20, Alat Pendeteksi Tsunami Merupakan Tanda Adanya Gunung Api di Bawah Laut,Informasi tersebut tidak sesuai fakta. Alat pendeteksi tsunami bukan sebagai tanda adanya keberadaan gunung api di bawah laut. Kementerian ESDM menjelaskan bahwa hingga saat ini […]
1,5-Aug-20," “bentrok antar ormas Gerakan Jaga Indonesia dengan FPI, LPI dan HTI di Kota Bandung pada 27 Juli 2020”",Gambar editan / suntingan. Kompas.com tidak pernah memberitakan bentrokan antar ormas di Kota Bandung pada 27 Juli 2020. Foto kebakaran yang dipakai adalah foto terkait […]
1,5-Aug-20, Pengecilan Otak Pada Anak-Anak Karena Radiasi Handphone,"Klaim radiasi ponsel mengecilkan otak anak-anak tidak benar. Dokter Spesialis Anak dan Konsultan Saraf Anak, Prof. Dr. Hardiono Pusponegoro, Sp.A(K) menyebutkan bahwa pengecilan otak pada […]"
1,4-Aug-20," Virus ini punya obat Hydroxychloroquine, Zinc dan Zithromax",Hasil Periksa Fakta Riza Dwi M (Anggota Tim Kalimasada Solo) Informasi tersebut menyesatkan. WHO dan beberapa lembaga lain menangguhkan penggunaan hydroxychloroquine untuk mengobati COVID-19 karena […]
1,4-Aug-20," Datangi Polresta Bogor, Presiden Jokowi Urus Sendiri Perpanjangan SIM",Bukan foto saat mengurus SIM di Polresta Bogor. Foto tersebut adalah pada Saat Presiden Jokowi memperpanjang SIM di layanan mobil SIM keliling yang datang ke […]
1,4-Aug-20, “Cita-cita kalian sudah saya wujudkan yakni menjadikan Indonesia Negara Komunis terbesar di dunia”,"Kutipan tersebut palsu, yang adalah hasil suntingan. Sementara foto yang digunakan merupakan momen saat Presiden Joko Widodo tengah meresmikan Rumah Sakit Darurat Covid-19 di Wisma […]"
1,4-Aug-20, Video “KENDARI MEMANAS 2 AGUSTUS TENTANG TKA CHINA YANG MASUK INDONESIA”,"Kejadian dalam video tidak terjadi di Kendari, melainkan Bima, NTB pada Februari 2011. Adapun, bentrokan itu terjadi lantaran aksi protes warga yang menolak tambang emas […]"
1,4-Aug-20, Tangkapan Layar “Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban”,Pernyataan Wakil Presiden Ma’ruf Amin yang berasal dari pemberitaan berjudul “Wapres: Idul Adha Jadi Momen Berbagi Kepada Sesama” republika.co.id pada 31 Juli 2020 dikutip tidak […]
1,4-Aug-20, Foto Presiden Jokowi Bersama Pelawak di Istana Negara Dikaitkan dengan Covid-19,"Foto Presiden Jokowi bersama pelawak di Istana Negara diambil pada Rabu, 16 Desember 2015 lalu. Ini sebelum Presiden Jokowi mengumumkan dua pasien positif Covid-19 di […]"
0,4-Aug-20, Radio Elshinta: “Kasus Prank Daging Kurban Isi Sampah”,"Bersama Aribowo Sasmito, Co-Founder & Ketua Komite Pemeriksa Fakta MAFINDO #LawanHoax #FactCheck #DigitalLiteracy Simak di:"
1,4-Aug-20, “Yang ada DI Antara Ir Soekarno Dan Jendral Soedirman Adalah Abdurrahman Baswedan Kakek dari Anies Baswedan”,"Bukan kakek dari Anies Baswedan. Pria itu adalah Mohammad Yunus Khan, salah satu anggota Indian Foreign Service yang juga duta besar India. Saat itu mereka […]"
1,4-Aug-20, “laki-laki di tengah Soekarno dan Jend Soerdirman itu adalah ayahandanya Habieb Risziq Shihab”,"Bukan ayah Habib Rizieq Shihab. Pria itu adalah Mohammad Yunus Khan, salah satu anggota Indian Foreign Service yang juga duta besar India. Saat itu mereka […]"
1,4-Aug-20, Klaim Hadi Pranoto Soal COVID-19,"Hasil Periksa Fakta Aisyah Adilah (Anggota Komisariat MAFINDO IISIP Jakarta). Wakil Ketua Pengurus Besar Ikatan Dokter Indonesia (IDI) Adib Khumaidi menilai, klaim Hadi Pranoto telah […]"
0,4-Aug-20, KBR: “Merebaknya Teori Konspirasi dan Disinformasi Covid”,"Bersama: Septiaji Eko Nugroho (Ketua Presidium MAFINDO), Wiku Adisasmito (Jubir Pemerintah Penanganan Covid-19), Imam Prasodjo (Sosiolog). #WhatsTrending #KBRPrime #CoronaVirusFacts"
0,4-Aug-20, Topik Teratas Periksa Fakta MAFINDO Periode 25-30 Juli 2020,Seperti apa penelusuran video dengan klaim baju tentara Cina dicuci laundry di Kelapa Gading? Benarkah Israel ubah masjid bersejarah jadi bar? Kami kupas di podcast […]
1,4-Aug-20, Lelang Online oleh PT Pegadaian,"Informasi tersebut adalah palsu. PT Pegadaian menegaskan pihaknya tidak pernah melakukan lelang secara online. Masyarakat diimbau waspada, dan mengecek segala informasi di media sosial resmi […]"
1,4-Aug-20, Gibran Tantang Rocky Gerung Debat Terbuka Di TvOne,Gambar merupakan suntingan atau editan. Sementara itu klaim yang menyebut bahwa Gibran menantang debat terbuka Rocky Gerung adalah klaim yang salah. ====== [KATGEORI]: KONTEN YANG […]
1,3-Aug-20, Foto “Habib Rizieq dan Firza Husein”,Foto editan / suntingan. Foto aslinya adalah foto yang memperlihatkan Firza Husein sedang diperiksa oleh pihak kesehatan dari Bidang Kedokteran dan Kesehatan Polda Metro Jaya. […]
1,3-Aug-20, Video dengan Narasi Sudah Tertangkap Satu Orang yang Membakar Gambar Habib Rizieq,"Video dengan narasi tersebut adalah tidak benar atau salah. Aslinya video itu pernah disebarkan pada Desember 2017 lalu oleh akun Facebook Annisa Fitriani, Twitter @makLambeTurah […]"
1,3-Aug-20, Foto Harun Masiku Tanpa Alis,Hasil Periksa Fakta Rizky Abdul Aziz (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Gambar suntingan atau editan. Foto wajah Harun Masiku pada bagian alis telah di […]
1,3-Aug-20, Gambar “Dicari Orang Hilang sedang Mengalami Gangguan Jiwa Karena Kebanyakan Mikirin Utang”,Hasil Periksa Fakta Konaah (Anggota Komisariat MAFINDO Universitas 17 Agustus 1945). Gambar tersebut merupakan hasil suntingan/editan. Gambar pria yang sedang memegang mikrofon dengan narasi gambar […]
1,3-Aug-20, Video “JOKOWI AKUI SUDAH GAGAL SEBAGAI PRESIDEN & AKAN SERAHKAN SEMUA JABATAN PRESIDEN ke PRABOWO ?”,"Tidak ditemukan pernyataan Presiden Jokowi akan menyerahkan jabatannya kepada Menhan Prabowo Subianto dalam video. Adapun, konten narasi dalam video mencampuradukkan sejumlah berita. ===== Kategori: Misleading […]"
1,3-Aug-20, “Tiba tiba jadi spt….mau ngemis suara muslim….gak malu …..”,Foto Kaesang Pangarep dengan narasi yang intinya mengatakan seperti mau mengemis suara muslim yang diklaim akun Facebook Erly Anto adalah salah. Foto tersebut dibagikan Kaesang […]
1,2-Aug-20, Video “Boss China Dibantai Pribumi AmeriKA. INDONESIA KAPAN?”,"Caption atau keterangan yang diberikan menyesatkan. Video tersebut merupakan kejadian pemukulan oleh sekelompok orang di sebuah toko, di wilayah Manhattan, Amerika Serikat. Korban pemukulan bukan […]"
1,2-Aug-20, Ginger Juice and Black Pepper Can Cure Covid-19,The Vice-Chancellor of Pondicherry University has denied any such claims while speaking to a news portal. More @ https://bit.ly/3k6JlsL / https://bit.ly/39OwxCz. (Google Translate version of […]
1,2-Aug-20, Paus Jenis Nun Terdampar di Pantai Nunhila,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Informasi yang salah. Faktanya, jenis paus yang terdampar di Pantai Nunhila adalah paus […]"
1,2-Aug-20," “Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker”","Informasi tersebut adalah palsu. Pihak Adidas menyatakan jika pihaknya tidak pernah menerbitkan link seperti halnya yang beredar. Masyarakat diimbau waspada, dan mengecek segala informasi terkait […]"
1,2-Aug-20, Tangkapan Layar Berita “RK Ajak ABU JANDA Jadi Relawan Uji Vaksin COVID-19 Buatan China”,Tangkapan layar hasil suntingan dari tampilan versi mobile berita berjudul “Ridwan Kamil Ajak Warga Jadi Relawan Uji Vaksin COVID-19 Buatan China” di portal viva.co.id yang […]
1,2-Aug-20, Jus Jahe dan Lada Hitam Mampu Sembuhkan Covid-19,"Informasi tersebut menyesatkan. WHO memberi bantahan terkait klaim lada mampu mencegah atau menyembuhkan Covid-19. Dinyatakan pula bahwa, WHO tidak merekomendasikan pengobatan rumahan atau tradisional untuk […]"
1,2-Aug-20, Pria Di Lingkaran Biru Adalah Habib Husen Bin Syihab Ayahanda Dari Habib Riziq Syihab,"Bukan ayah dari Habib Rizieq Shihab. Pria dalam lingkaran itu adalah Asad Shahab, salah satu pendiri Arabian Press Board (APB). Sedangkan ayah dri HRS adalah […]"
1,2-Aug-20, Gambar Peta dengan Narasi “Hari ini Jakarta . Sudah semua Zona merah.. hati 2 ya .. jangan keluar rumah kalau ngak perlu”,Unggahan akun Facebook Firmansyah Ali yang dibagikan beberapa hari lalu adalah salah. Gambar peta tersebut adalah data peta sebaran virus Corona atau Covid-19 pada bulan […]
1,2-Aug-20, Video “Saksikan Konser Amal Corona Bersama Mike Klepon”,Hasil Periksa Fakta Konaah (Anggota Komisariat MAFINDO Universitas 17 Agustus 1945 Jakarta). Video tersebut merupakan hasil suntingan/editan. Wajah asli dari video tersebut merupakan wajah Jennifer […]
1,2-Aug-20, Foto Ali Mochtar Ngabalin Memakan Nasi Bungkus,Bukan foto Ali Ngabalin. Foto tersebut merupakan hasil suntingan atau editan. Foto asli seorang pria yang tengah memakan nasi bungkus ditemukan dalam situs kaskus yang […]
1,2-Aug-20, Tulisan Bocah “Pak Putin Tolong Kirim Rudal Ke Gedung DPR Kami”,"Gambar suntingan atau editan. foto asli kertas yang dipegang oleh bocah tersebut bertuliskan “Pak Presiden Kalau Tak Bisa Matikan ASAP, Kirimkan Kami Uang Untuk Ke […]"
1,2-Aug-20, Fanpage Facebook Bantuan Samsung Pendidikan Adakan Program Bantuan Pendidikan,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Narasi yang salah. Faktanya, Samsung Indonesia melalui akun Twitter resminya mengkonfirmasi bahwa hanya […]"
1,1-Aug-20, Foto Jokowi Siap Memimpin 3 Periode,"Hasil Periksa Fakta Aisyah Adilah (Anggota Komisariat MAFINDO IISIP Jakarta). Foto tersebut diambil dari berita Kompas yang berjudul “Hadiri Paripurna di DPRD, Jokowi Disambut Salam […]"
1,1-Aug-20, Tangkapan Layar “Liat bong Presiden lu kaya lagi mau ngambil gaji bulanan ke Bos Cina”,"Gambar tangkapan layar yang dibagikan merupakan foto saat Perdana Menteri Jepang Shinjo Abe dan istrinya, Akie Abe, datang ke Istana Kepresidenan Bogor pada tahun 2017. […]"
1,1-Aug-20, Pesan Berantai Ulang Tahun Whatsapp ke-11 Gratis Kuota 35 GB,Hasil Periksa Fakta Rizky Abdul Aziz (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Pesan berantai yang menyebutkan WhatsApp bagi-bagi kuota 35 GB adalah Hoaks Lama yang […]
1,1-Aug-20, “Form PENDATAAN USAHA MIKRO DAN ULTRA MIKRO”,"Informasi tersebut adalah palsu. Link pendaftaran bukan resmi dikeluarkan oleh Kementerian Koperasi dan UKM RI. Masyarakat diimbau berhati-hati atas link tersebut, karena terindikasi adanya tindak […]"
1,1-Aug-20, “Nyanyian yg jadi kenyataan dan menyedihkan”,"Pelintiran daur ulang, kasus sudah ditangani pada Oktober 2019. Video SUNTINGAN, yel-yel Prajurit Raider diganti dengan audio chant pendukung sepak bola. Selengkapnya di bagian PENJELASAN […]"
1,1-Aug-20, Transmart Ditutup Selama 10 Hari Karena Belasan Orang Terpapar Covid-19,"Info yang sebenarnya ialah ada 16 pekerja proyek pembangunan Bumi Raya City Mall, Kubu Raya Pontianak Kalimantan Barat, yang positif Covid-19.  Para pekerja itu bukan […]"
1,1-Aug-20, “Ketik ‘GRATULA’ untuk memastikan akaun facebook anda dlm keadaan selamat.”,Informasi palsu / hoaks. Juru bicara Facebook mengatakan bahwa platformnya tidak menggunakan metode seperti itu untuk menunjukkan apakah akun pengguna aman atau tidak. Selengkapnya di […]
1,1-Aug-20," “Nih yang bikin Covid, si jagoan Wall Street (Rockefeller Foundation)”","Dokumen “Scenarios for the Future of Technology and International Development”, bukanlah dokumen operasi untuk merencanakan pandemi Covid-19 pada 2020. Dalam dokumen itu, sama sekali tidak […]"
1,30-Jul-20, China Lakukan Uji Coba Vaksin di Indonesia Karena Kekurangan Monyet,Hasil Periksa Fakta Rizky Abdul Aziz (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). China tidak melakukan uji vaksin pada warga negara Indonesia karena kekurangan monyet. Perusahaan […]
1,30-Jul-20, Ang Tjoen Min Berada Di Balik Organisasi Teror Densus 88,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Narasi yang salah. Faktanya, Densus 88 bukan merupakan organisasi teror dan Ang Tjoen […]"
1,30-Jul-20, “Rupanya cebong semua masuk rumah sakit jiwa”,"Hoaks Lama Bersemi Kembali (HLBK). Foto yang dibagikan adalah hasil SUNTINGAN, yang dulu setelah diperiksa muncul balasan versi “Rumah Sakit Jiwa Kampret”. Selengkapnya di bagian […]"
1,30-Jul-20," Foto “Penipuan para medis, termasuk alat tes suhu di kening, itu alat sinar leser tes suhu kabel demi proyek covit”","Foto yang dipakai tidak terkait dengan COVID-19 karena foto itu adalah foto tahun 2017 terkait kasus penipuan oleh dokter palsu. Selain itu, penggunaan Thermal Gun […]"
1,30-Jul-20, Kampus Pemujaan Setan di Bandung,Informasi tersebut salah. Bukan kegiatan pemujaan setan. Kegiatan tersebut adalah bagian dari kegiatan “Jumat Seram atau “Jumat Senang Ramai-Ramai” yang diadakan pada November 2019 lalu. […]
1,30-Jul-20, Video “Parade pasukan keamanan Arab Saudi untuk pengamanan Haji tahun ini”,Bukan parade pasukan keamanan Arab Saudi untuk pengamanan ibadah haji tahun ini. Video tersebut sudah beredar sejak tahun 2017. ===== Kategori: False Connection/Koneksi yang Salah […]
1,29-Jul-20, Jokowi dikabarkan Siap Pindah jadi Warga Negara Singapura jika Lengser,"Hasil Periksa Fakta Natalia Kristian (Anggota Komisariat MAFINDO Universitas Indonesia). Tidak ada bukti mendasar yang dapat membuktikan klaim tersebut, klaim ini pernah beredar pada tahun […]"
1,29-Jul-20, Gambar “Pengujian Vaksin Covid-19 Telah Sukses”,Hasil Periksa Fakta Konaah (Anggota Komisariat MAFINDO Universitas 17 Agustus 1945 Jakarta). Gambar tersebut merupakan hasil suntingan/editan. Faktanya foto bayi yang tengah dirawat dan dipakaikan […]
1,29-Jul-20, Foto Pangeran Saudi Disandingkan dengan Pangeran Diponorogo,Bukan foto pangeran Saudi dan pangeran Diponorogo. Foto pertama atau yang di atas adalah foto pemuda dari Abu Dhabi bernama Omar Borkan Al Gala yang […]
1,29-Jul-20, Foto Petinggi Kepolisian Mengizinkan Demo Neo PKI,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Foto dengan narasi yang salah. Faktanya, foto tersebut diambil pada 26 November 2018 […]"
1,29-Jul-20, Jokowi Mendapat Silver Button Karena Mencapai 100.000 Kasus Covid,"Hasil Periksa Fakta Aisyah Adilah (Anggota Komisariat MAFINDO IISIP Jakarta). Foto tersebut merupakan editan. Dalam foto asli yang dipotret oleh jurnalis foto ANTARA, Akbar Nugroho […]"
1,29-Jul-20, Akhirnya Bocor Juga Bapaknya Jokowi Yang Asli,"Bukan ayah Jokowi. Orang dalam foto tersebut adalah Jendral Wang Zhen, seorang figur politik Tiongkok dan salah satu dari Delapan Tetua Partai Komunis Tiongkok. Ia […]"
1,29-Jul-20, Rekrutmen Pegawai di Puskesmas Wates,Informasi tersebut adalah palsu. Puskesmas Wates menyatakan bahwa hingga saat ini pihaknya belum membuka lowongan pekerjaan seperti halnya yang beredar. Selengkapnya terdapat di penjelasan! KATEGORI: […]
1,29-Jul-20, Foto Tenaga Medis Merangkai Kata ‘BACOT!’,Hasil Periksa Fakta Rizky Abdul Aziz (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Foto suntingan atau editan. Foto asli bertuliskan ‘#STAY AT – HOME – AND […]
1,29-Jul-20, Foto “Setelah dipecat PAN dia benar2 jadi gelandangan politik”,Foto hasil suntingan dari foto pria buta dari Malaysia yang dikenal dengan nama Uncle Loke. Pemberitaan mengenai dirinya sempat beredar pada tahun 2016 lantaran ia […]
1,29-Jul-20, Foto Ma’ruf Amin “5 TAHUN nggak ngapa-ngapain”,"Foto tersebut sudah melalui proses penyuntingan. Foto asli sendiri merupakan tangkapan layar dari sebuah channel Youtube  @sobatmiskinofficial, yang tengah viral karena membuat konten unik berjudul […]"
1,29-Jul-20, “5G antenna in your mask”,"Not an antenna, the wire in the mask is limited to a wire that helps the surgical mask be worn more tightly on the face, […]"
1,29-Jul-20, “Antena 5G di dalam masker Anda”,"Bukan antena, kawat di masker itu sebatas kawat yang membantu masker bedah bisa dikenakan lebih rapat di wajah, terutama di bagian hidung. Tanpa kawat itu, […]"
1,28-Jul-20," “KASAD klarifikasi, anggota TNI di bandung ternyata rata2 membantah Positif kena Covid 19”","Bukan membantah, tapi menyatakan mereka tidak ada gejala secara fisik. Tidak terdapat pernyataan dari ketiganya yang membantah telah positif Covid-19 ketika ditanyai Kasad TNI Jenderal […]"
1,28-Jul-20, “Kapal Kargo Pengangkut Kadrun tenggelam di Laut China Selatan”,Gambar suntingan / editan. Tidak ada artikel berita seperti itu di situs CNN Internatonal ataupun CNN Indonesia. Foto kapal yang digunakan adalah kapal yang menabrak […]
1,28-Jul-20," “Para TKA Cina itu Akhirnya Akan Bisa Membuat Dokumen Apapun dari Barak, Mess atau Apartemennya”",Hasil Periksa Fakta Konaah (Anggota Komisariat MAFINDO Universitas 17 Agustus 1945 Jakarta). Informasi tersebut tidak benar. TKA yang ingin membuat dokumen apapun harus melalui mekanisme […]
1,28-Jul-20, Awas Hati-hati Apa Yang Disemprotkan FPI Adalah Virus Corona,Bukan virus corona. Foto tersebut merupakan kegiatan Relawan HILMI-FPI (Hilal Merah Indonesia – Front Pembela Islam) Kota Makassar yang melakukan penyemprotan Disinfektan ke sejumlah Masjid. […]
1,28-Jul-20, Foto Wapres Ma’ruf dengan Narasi “Lebih suka jaga kursi dari pada agamanya”,"Foto Wapres Ma’ruf dengan narasi yang diunggah akun Facebook Toni Andhika, konteksnya tidak berhubungan. Diketahui, foto Wapres Ma’ruf tersebut adalah ketika menjabat sebagai Ketua Umum […]"
1,28-Jul-20," “Presiden Prancis, Macron meminta maaf dan berjanji membantu pendirian sekolah Turki di Prancis”","Hingga saat ini, rencana pendirian sekolah Turki itu belum disetujui oleh pemerintah Prancis dengan alasan prinsip-prinsip sekuler negara tersebut. Selengkapnya di bagian PENJELASAN dan REFERENSI============================================Kategori […]"
1,28-Jul-20, Foto Siswi Bunuh Diri karena Tak Bisa Mengikuti Kelas Online,Hasil Periksa Fakta Rizky Abdul Aziz (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Gambar yang dicantumkan bukan gambar korban dalam narasi berita. Gambar tersebut adalah potret […]
1,28-Jul-20, “mayat positif covid 19 dikuburkan masih menggunakan daster (tidak sesuai dgn syariat fardhu kifayah islam)”,Rumah sakit telah memastikan jenazah tersebut dimandikan sebelum dikafani dan dimasukkan ke peti. Menurut Fatwa MUI Nomor 18 Tahun 2020 tentang pedoman pengurusan jenazah (tajhiz […]
1,28-Jul-20, Foto Struk Tarif Tol Ditambah dengan Tarif Tilang di Jalan Tol Jombang-Mojokerto,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia). Narasi dan informasi yang salah. Faktanya, tidak ada tindakan bayar tilang dari pengelola […]"
1,28-Jul-20, Foto Dukungan Terhadap Jokowi Jadi Presiden RI Seumur Hidup,Foto yang dibagikan bukan foto dukungan terhadap Joko Widodo menjadi Presiden RI seumur hidup. Foto tersebut merupakan foto dokumentasi saat acara Asia-Pacific Economic Cooperation (APEC) […]
1,28-Jul-20, Inventaris Pesawat Terbang Untuk Para Camat di Kabupaten Cilacap,"Sekda Kabupaten Cilacap Farid Ma’ruf menegaskan video itu merupakan candaan para camat. Farid mengatakan video itu diambil pada Sabtu pekan lalu. Pada saat itu, sejumlah […]"
1,27-Jul-20, “Jokowi Jarang Menggunakan Busana Jawa Karena Kuno dan Gak Pede”,Hasil Periksa Fakta Konaah (Anggota Komisariat MAFINDO Universitas 17 Agustus 1945). Foto Jokowi yang mengenakan sorban dengan narasi pada judul adalah salah. Konteks foto Jokowi […]
1,27-Jul-20, Foto Jokowi dengan Tulisan “KARYA TERBAIK PEMERINTAH ADALAH HUTANG!”,"Hasil Periksa Fakta Natalia Kristian (Anggota Komisariat MAFINDO Universitas Indonesia). Gambar tersebut adalah editan, foto Jokowi yang dipakai adalah potongan dari gambar ketika Jokowi meninjau […]"
1,27-Jul-20, “jika wanita sedang HAID maka sekali-kali jangan lakukan 4 hal”,"Klaim tersebut tidak memiliki dasar ilmiah. Kanker rahim dan kista sama sekali tidak berhubungan dengan keramas, makan mentimun, minum es, dan benturan saat wanita sedang […]"
1,27-Jul-20, Gambar Jokowi Memanahkan Suntikan ke Ahok dalam Artikel CNBC Indonesia,"Gambar tersebut adalah hasil suntingan atau editan. Aslinya foto yang dipakai cnbc.com dalam artikel berjudul “Doakan Ya, Jokowi Beberkan Uji Klinis Vaksin Corona RI” adalah hanya foto […]"
